var2,var3,var4
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
1.17,1,NA
1.17,1,NA
1.17,1,NA
1.17,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
1.15,1,NA
1.15,1,NA
1.15,1,NA
1.15,1,NA
1.15,1,NA
1.15,1,NA
1.15,1,NA
1.15,1,NA
1.15,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.59,1,NA
1.59,1,NA
1.59,1,NA
1.59,1,NA
1.04,1,NA
1.04,1,NA
1.04,1,NA
1.04,1,NA
1.04,1,NA
1.04,1,NA
1.51,1,NA
1.51,1,NA
1.51,1,NA
1.51,1,NA
1.51,1,NA
1.51,1,NA
1.51,1,NA
1.51,1,NA
1.51,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
1.75,1,NA
1.75,1,NA
1.75,1,NA
1.75,1,NA
1.75,1,NA
1.75,1,NA
1.73,1,NA
1.73,1,NA
1.45,1,NA
1.45,1,NA
1.45,1,NA
1.45,1,NA
1.45,1,NA
1.45,1,NA
1.45,1,NA
1.45,1,NA
1.45,1,NA
1.45,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
1.11,1,NA
1.11,1,NA
1.11,1,NA
1.11,1,NA
1.11,1,NA
1.11,1,NA
1.11,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
0.83,1,NA
0.83,1,NA
0.83,1,NA
0.83,1,NA
0.83,1,NA
0.83,1,NA
0.83,1,NA
0.83,1,NA
1.1,1,NA
1.1,1,NA
1.1,1,NA
1.1,1,NA
1.1,1,NA
1.1,1,NA
1.1,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.77,1,NA
0.77,1,NA
0.77,1,NA
0.77,1,NA
0.77,1,NA
1.28,1,NA
1.32,1,NA
1.32,1,NA
1.32,1,NA
1.32,1,NA
1.32,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
1.21,1,NA
1.21,1,NA
1.21,1,NA
1.21,1,NA
1.21,1,NA
1.21,1,NA
1.21,1,NA
1.21,1,NA
0.46,1,NA
0.46,1,NA
0.46,1,NA
0.46,1,NA
0.46,1,NA
0.46,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
1.42,1,NA
1.42,1,NA
1.42,1,NA
1.42,1,NA
1.42,1,NA
1.42,1,NA
1.74,1,NA
1.74,1,NA
1.74,1,NA
1.74,1,NA
1.74,1,NA
1.74,1,NA
1.74,1,NA
1.74,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
2.45,1,NA
2.45,1,NA
2.45,1,NA
2.45,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.78,1,NA
0.78,1,NA
0.78,1,NA
0.78,1,NA
0.78,1,NA
0.78,1,NA
0.78,1,NA
0.84,1,NA
0.84,1,NA
0.84,1,NA
0.84,1,NA
0.84,1,NA
0.84,1,NA
0.65,0.61,NA
0.65,0.61,NA
0.65,0.61,NA
0.65,0.61,NA
0.65,0.61,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
1,1,NA
1,1,NA
1,1,NA
1,1,NA
1,1,NA
1,1,NA
1,1,NA
1,1,NA
0.64,1,NA
0.64,1,NA
0.64,1,NA
1.5,1,NA
1.5,1,NA
1.5,1,NA
1.5,1,NA
1.5,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
1.58,1,NA
1.58,1,NA
1.58,1,NA
1.58,1,NA
1.58,1,NA
1.58,1,NA
1.58,1,NA
1.58,1,NA
0.86,1,NA
0.86,1,NA
0.86,1,NA
0.86,1,NA
0.86,1,NA
0.86,1,NA
0.86,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.29,1,NA
1.37,1,NA
1.37,1,NA
1.37,1,NA
1.37,1,NA
1.37,1,NA
1.37,1,NA
1.52,1,NA
1.52,1,NA
1.52,1,NA
1.52,1,NA
1.52,1,NA
1.52,1,NA
1.52,1,NA
1.52,1,NA
0.69,1,NA
0.69,1,NA
0.69,1,NA
0.69,1,NA
0.69,1,NA
0.69,1,NA
1.43,1,NA
1.43,1,NA
1.43,1,NA
1.43,1,NA
1.43,1,NA
1.43,1,NA
1.43,1,NA
1.43,1,NA
1.41,1,NA
1.41,1,NA
1.41,1,NA
1.41,1,NA
1.41,1,NA
1.03,1,NA
1.03,1,NA
1.03,1,NA
1.03,1,NA
1.03,1,NA
1.95,1,NA
1.95,1,NA
1.95,1,NA
1.95,1,NA
1.95,1,NA
1.95,1,NA
1.95,1,NA
2.91,1,NA
2.91,1,NA
2.91,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
1.3,1,NA
1.3,1,NA
1.3,1,NA
1.3,1,NA
1.3,1,NA
1.3,1,NA
1.33,1,NA
1.33,1,NA
1.33,1,NA
1.33,1,NA
1.33,1,NA
1.33,1,NA
1.33,1,NA
1.33,1,NA
1.33,1,NA
0.66,1,NA
0.66,1,NA
0.66,1,NA
0.66,1,NA
0.66,1,NA
0.66,1,NA
0.62,1,NA
0.62,1,NA
0.62,1,NA
0.62,1,NA
0.62,1,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
1,1,NA
1,1,NA
1,1,NA
0.98,1,NA
0.98,1,NA
0.98,1,NA
0.98,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.19,1,NA
1.19,1,NA
1.19,1,NA
1.19,1,NA
1.19,1,NA
1.19,1,NA
1.19,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
1.01,1,NA
1.01,1,NA
1.01,1,NA
1.01,1,NA
1.01,1,NA
1.43,1,NA
1.43,1,NA
1.43,1,NA
1.43,1,NA
1.43,1,NA
1.43,1,NA
1.43,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.68,0.64,NA
0.68,0.64,NA
0.68,0.64,NA
0.68,0.64,NA
0.68,0.64,NA
0.98,0.93,NA
0.98,0.93,NA
0.98,0.93,NA
0.98,0.93,NA
0.98,0.93,NA
0.76,0.72,NA
0.76,0.72,NA
0.76,0.72,NA
0.76,0.72,NA
0.76,0.72,NA
1.38,1,NA
1.38,1,NA
1.38,1,NA
1.38,1,NA
1.38,1,NA
1.38,1,NA
0.67,0.63,NA
0.67,0.63,NA
0.67,0.63,NA
0.67,0.63,NA
0.67,0.63,NA
0.67,0.63,NA
0.67,0.63,NA
0.67,0.63,NA
0.67,0.63,NA
0.67,0.63,NA
1.23,1.16,NA
1.23,1.16,NA
1.23,1.16,NA
1.23,1.16,NA
1.23,1.16,NA
0.59,0.56,NA
0.59,0.56,NA
0.59,0.56,NA
0.59,0.56,NA
0.59,0.56,NA
1.01,0.96,NA
1.01,0.96,NA
1.01,0.96,NA
1.01,0.96,NA
1.01,0.96,NA
1.01,0.96,NA
1.16,1.1,NA
1.16,1.1,NA
1.16,1.1,NA
1.16,1.1,NA
1.16,1.1,NA
0.59,0.56,NA
0.59,0.56,NA
0.59,0.56,NA
0.59,0.56,NA
0.59,0.56,NA
2.27,2.15,NA
2.27,2.15,NA
2.27,2.15,NA
2.27,2.15,NA
2.27,2.15,NA
1.16,1.1,NA
1.16,1.1,NA
1.16,1.1,NA
1.16,1.1,NA
1.16,1.1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
2.3,2.18,NA
2.3,2.18,NA
2.3,2.18,NA
2.3,2.18,NA
2.3,2.18,NA
2.17,2.06,NA
2.17,2.06,NA
2.17,2.06,NA
2.17,2.06,NA
2.17,2.06,NA
0.94,0.89,NA
0.94,0.89,NA
0.94,0.89,NA
0.94,0.89,NA
0.94,0.89,NA
0.94,0.89,NA
0.94,0.89,NA
0.94,0.89,NA
0.94,0.89,NA
0.94,0.89,NA
1.76,1.67,NA
1.76,1.67,NA
1.76,1.67,NA
1.76,1.67,NA
1.76,1.67,NA
1.2,1.14,NA
1.2,1.14,NA
1.2,1.14,NA
1.2,1.14,NA
1.2,1.14,NA
1.69,1.6,NA
1.69,1.6,NA
1.69,1.6,NA
1.69,1.6,NA
1.69,1.6,NA
1,0.95,NA
1,0.95,NA
1,0.95,NA
1,0.95,NA
1,0.95,NA
1.24,1.17,NA
1.24,1.17,NA
1.24,1.17,NA
1.24,1.17,NA
1.24,1.17,NA
1.34,1.27,NA
1.34,1.27,NA
1.34,1.27,NA
1.34,1.27,NA
1.34,1.27,NA
0.79,0.75,NA
0.79,0.75,NA
0.79,0.75,NA
0.79,0.75,NA
0.79,0.75,NA
0.79,0.75,NA
0.82,0.77,NA
0.82,0.77,NA
0.82,0.77,NA
0.82,0.77,NA
0.82,0.77,NA
1,0.95,NA
1,0.95,NA
1,0.95,NA
1,0.95,NA
1,0.95,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
2.66,1,NA
2.66,1,NA
2.66,1,NA
2.66,1,NA
2.66,1,NA
2.66,1,NA
1.83,1.73,NA
1.83,1.73,NA
1.83,1.73,NA
1.83,1.73,NA
1.83,1.73,NA
1.83,1.73,NA
1.26,1,NA
1.26,1,NA
1.26,1,NA
1.26,1,NA
1.26,1,NA
1.26,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
1.12,1,NA
0.5,1,NA
0.5,1,NA
0.5,1,NA
0.5,1,NA
0.88,1,NA
0.88,1,NA
0.88,1,NA
0.88,1,NA
2.05,1.94,NA
2.05,1.94,NA
2.05,1.94,NA
2.05,1.94,NA
2.05,1.94,NA
1.7,1,NA
1.7,1,NA
1.7,1,NA
1.7,1,NA
1.7,1,NA
1.7,1,NA
2.25,1,NA
2.25,1,NA
2.25,1,NA
2.25,1,NA
2.25,1,NA
2.25,1,NA
1.4,1,NA
1.4,1,NA
1.4,1,NA
1.4,1,NA
2.29,2.17,NA
2.29,2.17,NA
2.29,2.17,NA
2.29,2.17,NA
2.29,2.17,NA
2.29,2.17,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.94,0.89,NA
0.94,0.89,NA
0.94,0.89,NA
0.94,0.89,NA
0.94,0.89,NA
1.46,1.38,NA
1.46,1.38,NA
1.46,1.38,NA
1.46,1.38,NA
1.46,1.38,NA
1.13,1,NA
1.13,1,NA
1.13,1,NA
1.13,1,NA
1.13,1,NA
1.56,1.48,NA
1.56,1.48,NA
1.56,1.48,NA
1.56,1.48,NA
1.56,1.48,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
1.18,1.12,NA
1.18,1.12,NA
1.18,1.12,NA
1.18,1.12,NA
1.18,1.12,NA
0.84,0.79,NA
0.84,0.79,NA
0.84,0.79,NA
0.84,0.79,NA
0.84,0.79,NA
0.62,1,NA
0.62,1,NA
0.62,1,NA
0.62,1,NA
0.62,1,NA
0.62,1,NA
0.62,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.94,1,NA
0.94,1,NA
0.94,1,NA
0.94,1,NA
0.94,1,NA
0.94,1,NA
0.94,1,NA
0.94,1,NA
0.94,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.71,1,NA
0.71,1,NA
0.71,1,NA
0.71,1,NA
0.71,1,NA
0.71,1,NA
0.9,1,NA
0.9,1,NA
0.9,1,NA
0.9,1,NA
0.9,1,NA
0.9,1,NA
0.9,1,NA
0.68,0.64,NA
0.68,0.64,NA
0.68,0.64,NA
0.68,0.64,NA
0.68,0.64,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.88,0.83,NA
0.88,0.83,NA
0.88,0.83,NA
0.88,0.83,NA
0.88,0.83,NA
1.02,1,NA
1.02,1,NA
1.02,1,NA
1.02,1,NA
1.02,1,NA
1.02,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.66,1,NA
0.66,1,NA
0.66,1,NA
0.66,1,NA
0.66,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.71,1,NA
0.71,1,NA
0.71,1,NA
0.71,1,NA
0.71,1,NA
0.65,1,NA
0.65,1,NA
0.65,1,NA
0.65,1,NA
0.65,1,NA
0.65,1,NA
0.65,1,NA
0.65,1,NA
0.65,1,NA
0.65,1,NA
0.65,1,NA
0.93,1,NA
0.93,1,NA
0.93,1,NA
0.93,1,NA
0.83,1,NA
0.83,1,NA
0.83,1,NA
0.83,1,NA
0.83,1,NA
0.93,1,NA
0.93,1,NA
0.93,1,NA
0.93,1,NA
0.93,1,NA
0.93,1,NA
0.93,1,NA
0.93,1,NA
0.93,1,NA
1.08,1,NA
1.08,1,NA
1.08,1,NA
1.08,1,NA
1.08,1,NA
1.08,1,NA
1.08,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.76,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.81,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.6,1,NA
0.6,1,NA
0.6,1,NA
0.6,1,NA
0.6,1,NA
0.6,1,NA
0.6,1,NA
0.6,1,NA
0.6,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
0.75,1,NA
1.05,1,NA
0.46,1,NA
0.46,1,NA
0.46,1,NA
0.46,1,NA
0.46,1,NA
0.46,1,NA
0.46,1,NA
0.46,1,NA
0.46,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.99,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.72,1,NA
0.78,1,NA
0.78,1,NA
0.78,1,NA
0.78,1,NA
0.78,1,NA
0.78,1,NA
0.78,1,NA
0.78,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.73,1,NA
0.73,1,NA
0.73,1,NA
0.73,1,NA
0.73,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
1.14,1,NA
1.14,1,NA
1.14,1,NA
1.14,1,NA
1.14,1,NA
1.14,1,NA
0.93,0.88,NA
0.93,0.88,NA
0.93,0.88,NA
0.93,0.88,NA
0.93,0.88,NA
0.53,1,NA
0.53,1,NA
0.53,1,NA
0.53,1,NA
0.53,1,NA
0.53,1,NA
0.53,1,NA
0.53,1,NA
0.53,1,NA
0.53,1,NA
0.54,1,NA
0.54,1,NA
0.54,1,NA
0.54,1,NA
0.54,1,NA
0.54,1,NA
0.54,1,NA
0.91,1,NA
0.91,1,NA
0.91,1,NA
0.91,1,NA
0.91,1,NA
0.91,1,NA
0.91,1,NA
0.91,1,NA
0.91,1,NA
1.52,1,NA
1.52,1,NA
1.52,1,NA
1.52,1,NA
1.1,1,NA
1.1,1,NA
1.1,1,NA
1.1,1,NA
1.1,1,NA
1.1,1,NA
1.1,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.3,1,NA
1.3,1,NA
1.3,1,NA
1.3,1,NA
1.3,1,NA
1.17,1,NA
1.17,1,NA
1.17,1,NA
1.17,1,NA
1.17,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.97,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.79,0.75,NA
0.79,0.75,NA
0.79,0.75,NA
0.79,0.75,NA
0.79,0.75,NA
0.61,1,NA
0.61,1,NA
0.61,1,NA
0.61,1,NA
0.61,1,NA
0.95,0.9,NA
0.95,0.9,NA
0.95,0.9,NA
0.95,0.9,NA
0.95,0.9,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.85,1,NA
0.65,1,NA
0.65,1,NA
0.65,1,NA
0.73,1,NA
0.73,1,NA
0.73,1,NA
0.73,1,NA
0.73,1,NA
0.73,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,0.66,NA
0.7,0.66,NA
0.7,0.66,NA
0.7,0.66,NA
0.7,0.66,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.63,1,NA
0.82,0.77,NA
0.82,0.77,NA
0.82,0.77,NA
0.82,0.77,NA
0.82,0.77,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.8,1,NA
0.53,1,NA
0.53,1,NA
0.53,1,NA
0.53,1,NA
0.53,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.68,1,NA
0.69,0.65,NA
0.69,0.65,NA
0.69,0.65,NA
0.69,0.65,NA
0.69,0.65,NA
1,1,NA
1,1,NA
1,1,NA
1,1,NA
1,1,NA
0.75,0.71,NA
0.75,0.71,NA
0.75,0.71,NA
0.75,0.71,NA
0.75,0.71,NA
0.91,1,NA
0.91,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.67,1,NA
0.17,1,NA
0.17,1,NA
0.17,1,NA
0.17,1,NA
0.17,1,NA
0.17,1,NA
0.17,1,NA
0.22,1,NA
0.22,1,NA
0.22,1,NA
0.22,1,NA
0.22,1,NA
0.23,1,NA
0.23,1,NA
0.23,1,NA
0.23,1,NA
0.23,1,NA
0.23,1,NA
0.23,1,NA
0.34,1,NA
0.34,1,NA
0.34,1,NA
0.34,1,NA
0.34,1,NA
0.34,1,NA
0.19,1,NA
0.19,1,NA
0.19,1,NA
0.19,1,NA
0.19,1,NA
0.48,1,NA
0.48,1,NA
0.48,1,NA
0.48,1,NA
0.48,1,NA
0.48,1,NA
0.48,1,NA
0.48,1,NA
0.48,1,NA
0.48,1,NA
0.48,1,NA
0.48,1,NA
1.33,1,NA
1.33,1,NA
1.33,1,NA
1.33,1,NA
1.33,1,NA
1.33,1,NA
1.86,1,NA
1.86,1,NA
1.86,1,NA
1.86,1,NA
1.86,1,NA
0.98,0.93,NA
0.98,0.93,NA
0.98,0.93,NA
0.98,0.93,NA
0.98,0.93,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.96,1,NA
0.98,1,NA
0.98,1,NA
0.98,1,NA
0.98,1,NA
0.98,1,NA
0.98,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
0.7,1,NA
1.27,1,NA
1.27,1,NA
1.27,1,NA
1.27,1,NA
1.27,1,NA
1.27,1,NA
1.27,1,NA
1.27,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.74,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.87,1,NA
0.82,1,NA
0.82,1,NA
0.82,1,NA
0.82,1,NA
0.82,1,NA
0.82,1,NA
0.82,1,NA
1.57,1.49,NA
1.57,1.49,NA
1.57,1.49,NA
1.57,1.49,NA
1.57,1.49,NA
1.2,1.14,NA
1.2,1.14,NA
1.2,1.14,NA
1.2,1.14,NA
1.2,1.14,NA
1.2,1.14,NA
1.2,1.14,NA
1.2,1.14,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.79,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
0.95,1,NA
1.25,1,NA
1.25,1,NA
1.25,1,NA
1.25,1,NA
1,1,NA
1,1,NA
1,1,NA
0.99,1,NA
0.99,1,NA
0.82,1,NA
0.82,1,NA
0.82,1,NA
0.82,1,NA
1.63,1,NA
1.63,1,NA
1.63,1,NA
1.63,1,NA
1.4,1,NA
1.4,1,NA
1.4,1,NA
1.32,1,NA
1.32,1,NA
1.32,1,NA
1.32,1,NA
1.32,1,NA
1.4,1,NA
1.4,1,NA
1.4,1,NA
1.4,1,NA
0.46,0.43,NA
0.46,0.43,NA
0.46,0.43,NA
0.46,0.43,NA
0.46,0.43,NA
0.82,0.77,NA
0.82,0.77,NA
0.82,0.77,NA
0.82,0.77,NA
0.82,0.77,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.06,1,NA
1.4,1,NA
1.4,1,NA
1.4,1,NA
1.4,1,NA
1.4,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.18,1,NA
1.02,1,NA
1.02,1,NA
1.02,1,NA
1.02,1,NA
1.02,1,NA
1.07,1,NA
1.07,1,NA
1.07,1,NA
1.07,1,NA
1.07,1,NA
1.07,1,NA
1.07,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
1.22,1,NA
0.37,1,NA
0.37,1,NA
0.37,1,NA
0.37,1,NA
2.15,1,NA
2.15,1,NA
2.15,1,NA
2.15,1,NA
2.17,1,NA
2.17,1,NA
2.17,1,NA
2.17,1,NA
2.17,1,NA
1.53,1,NA
1.53,1,NA
1.53,1,NA
1.53,1,NA
1.53,1,NA
1.53,1,NA
1.53,1,NA
1.53,1,NA
0.98,1,NA
0.98,1,NA
0.98,1,NA
0.98,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
0.89,1,NA
1.16,1.1,NA
1.16,1.1,NA
1.16,1.1,NA
1.16,1.1,NA
1.16,1.1,NA
0.88,0.83,NA
