var2,var3,var4
1.16,0.7,NA
1.16,0.7,NA
1.16,0.7,NA
1.16,0.7,NA
1.16,0.7,NA
1.16,0.7,NA
0.98,0.52,NA
0.98,0.52,NA
0.98,0.52,NA
0.98,0.52,NA
0.98,0.52,NA
0.98,0.52,NA
0.98,0.52,NA
0.8,0.51,NA
0.8,0.51,NA
0.8,0.51,NA
0.84,0.42,NA
0.84,0.42,NA
0.84,0.42,NA
0.84,0.42,NA
0.84,0.42,NA
0.59,0.53,NA
0.59,0.53,NA
0.59,0.53,NA
0.59,0.53,NA
0.59,0.53,NA
0.59,0.53,NA
0.59,0.53,NA
0.63,0.31,NA
0.63,0.31,NA
0.63,0.31,NA
0.63,0.31,NA
0.63,0.31,NA
0.87,0.63,NA
0.87,0.63,NA
0.87,0.63,NA
0.87,0.63,NA
0.87,0.63,NA
0.87,0.63,NA
0.87,0.63,NA
1.08,0.81,NA
1.08,0.81,NA
1.08,0.81,NA
1.08,0.81,NA
1.08,0.81,NA
1.08,0.81,NA
1.08,0.81,NA
1.18,0.61,NA
1.18,0.61,NA
1.18,0.61,NA
0.66,0.47,NA
0.66,0.47,NA
0.66,0.47,NA
0.66,0.47,NA
0.66,0.47,NA
0.66,0.47,NA
0.66,0.47,NA
0.59,0.39,NA
0.59,0.39,NA
0.59,0.39,NA
0.59,0.39,NA
0.59,0.39,NA
0.59,0.39,NA
0.59,0.39,NA
0.99,0.64,NA
0.99,0.64,NA
0.99,0.64,NA
0.99,0.64,NA
0.99,0.64,NA
0.99,0.64,NA
0.99,0.64,NA
1,0.67,NA
1,0.67,NA
1,0.67,NA
1,0.67,NA
1,0.67,NA
1,0.67,NA
1,0.67,NA
0.58,0.42,NA
0.58,0.42,NA
0.58,0.42,NA
0.58,0.42,NA
0.58,0.42,NA
1.02,0.76,NA
1.02,0.76,NA
1.02,0.76,NA
1.02,0.76,NA
1.02,0.76,NA
1.02,0.76,NA
1.02,0.76,NA
0.56,0.36,NA
0.56,0.36,NA
0.56,0.36,NA
0.45,0.49,NA
0.45,0.49,NA
0.45,0.49,NA
0.45,0.49,NA
0.45,0.49,NA
0.45,0.49,NA
0.45,0.49,NA
1.01,0.51,NA
1.01,0.51,NA
1.01,0.51,NA
1.01,0.51,NA
1.01,0.51,NA
1.01,0.51,NA
0.55,0.29,NA
0.55,0.29,NA
0.55,0.29,NA
0.81,0.44,NA
0.81,0.44,NA
0.81,0.44,NA
0.81,0.44,NA
0.81,0.44,NA
0.81,0.47,NA
0.81,0.47,NA
0.81,0.47,NA
0.76,0.43,NA
0.76,0.43,NA
0.76,0.43,NA
0.76,0.43,NA
0.76,0.43,NA
0.76,0.43,NA
0.44,0.23,NA
0.44,0.23,NA
0.44,0.23,NA
0.44,0.23,NA
1,0.56,NA
1,0.56,NA
1,0.56,NA
1,0.56,NA
1,0.29,NA
1,0.29,NA
1,0.29,NA
1,0.29,NA
1,0.29,NA
1,0.29,NA
0.62,0.35,NA
0.63,0.35,NA
0.63,0.35,NA
0.63,0.35,NA
0.63,0.35,NA
0.63,0.35,NA
0.63,0.35,NA
0.63,0.35,NA
0.63,0.35,NA
0.54,0.29,NA
0.54,0.29,NA
0.54,0.29,NA
0.54,0.29,NA
0.54,0.29,NA
0.54,0.29,NA
0.78,0.44,NA
0.78,0.44,NA
0.78,0.44,NA
0.78,0.44,NA
0.67,0.37,NA
0.67,0.37,NA
0.67,0.37,NA
1.88,1.12,NA
1.88,1.12,NA
1.88,1.12,NA
0.55,0.3,NA
0.55,0.3,NA
0.55,0.3,NA
0.55,0.3,NA
0.55,0.3,NA
0.63,0.35,NA
0.63,0.35,NA
0.63,0.35,NA
1.9,1.14,NA
1.9,1.14,NA
1.9,1.14,NA
1.62,1.01,NA
1.62,1.01,NA
1.62,1.01,NA
1.62,1.01,NA
1.62,1.01,NA
0.71,0.35,NA
0.71,0.35,NA
0.71,0.35,NA
0.65,0.32,NA
0.65,0.32,NA
0.65,0.32,NA
0.65,0.32,NA
0.65,0.32,NA
1.66,0.86,NA
1.66,0.86,NA
1.66,0.86,NA
1.66,0.86,NA
1.66,0.86,NA
1.66,0.86,NA
0.61,0.3,NA
0.61,0.3,NA
0.61,0.3,NA
0.61,0.3,NA
0.61,0.3,NA
0.61,0.3,NA
0.56,0.28,NA
0.56,0.28,NA
0.56,0.28,NA
0.56,0.28,NA
0.56,0.28,NA
0.56,0.28,NA
0.91,0.45,NA
0.91,0.45,NA
0.91,0.45,NA
0.91,0.45,NA
0.91,0.45,NA
0.91,0.45,NA
0.47,0.21,NA
0.47,0.21,NA
0.47,0.21,NA
0.47,0.21,NA
0.47,0.21,NA
0.47,0.21,NA
0.86,0.43,NA
0.86,0.43,NA
0.86,0.43,NA
0.86,0.43,NA
0.86,0.43,NA
0.86,0.43,NA
0.79,0.39,NA
0.79,0.39,NA
0.79,0.39,NA
0.79,0.39,NA
0.79,0.39,NA
9.79,2.33,NA
9.79,2.33,NA
9.79,2.33,NA
9.79,2.33,NA
9.79,2.33,NA
9.79,2.33,NA
1.34,0.69,NA
1.34,0.69,NA
1.34,0.69,NA
1.34,0.69,NA
1.34,0.69,NA
1.34,0.69,NA
0.97,0.5,NA
0.97,0.5,NA
0.97,0.5,NA
0.97,0.5,NA
0.97,0.5,NA
0.97,0.5,NA
0.51,0.25,NA
0.51,0.25,NA
0.51,0.25,NA
0.51,0.25,NA
0.51,0.25,NA
0.51,0.25,NA
0.85,0.42,NA
0.85,0.42,NA
0.85,0.42,NA
0.85,0.42,NA
0.85,0.42,NA
0.85,0.42,NA
0.94,0.47,NA
0.94,0.47,NA
0.94,0.47,NA
0.94,0.47,NA
0.94,0.47,NA
0.94,0.47,NA
0.47,0.25,NA
0.47,0.25,NA
0.47,0.25,NA
0.47,0.25,NA
0.47,0.25,NA
0.47,0.25,NA
0.71,0.35,NA
0.71,0.35,NA
0.71,0.35,NA
0.71,0.35,NA
0.71,0.35,NA
0.71,0.35,NA
0.72,0.36,NA
0.72,0.36,NA
0.72,0.36,NA
0.72,0.36,NA
0.72,0.36,NA
0.72,0.36,NA
0.55,0.27,NA
0.55,0.27,NA
0.55,0.27,NA
0.55,0.27,NA
0.55,0.27,NA
0.55,0.27,NA
1.4,0.79,NA
1.4,0.79,NA
1.4,0.79,NA
1.4,0.79,NA
1.4,0.79,NA
1.4,0.79,NA
1.29,0.74,NA
1.29,0.74,NA
1.29,0.74,NA
1.29,0.74,NA
1.29,0.74,NA
1.29,0.74,NA
0.37,0.18,NA
0.37,0.18,NA
0.37,0.18,NA
0.37,0.18,NA
0.37,0.18,NA
0.37,0.18,NA
0.66,0.46,NA
0.66,0.46,NA
0.66,0.46,NA
0.66,0.46,NA
0.66,0.46,NA
0.68,0.42,NA
0.68,0.42,NA
0.68,0.42,NA
1.02,0.58,NA
1.02,0.58,NA
1.02,0.58,NA
1.02,0.58,NA
1.02,0.58,NA
1.02,0.58,NA
0.66,0.41,NA
0.66,0.41,NA
0.66,0.41,NA
0.66,0.41,NA
0.66,0.41,NA
0.97,0.66,NA
0.97,0.66,NA
0.97,0.66,NA
0.97,0.66,NA
0.97,0.66,NA
0.47,0.3,NA
0.47,0.3,NA
0.47,0.3,NA
0.47,0.3,NA
0.47,0.3,NA
0.47,0.34,NA
0.47,0.34,NA
0.47,0.34,NA
0.47,0.34,NA
0.47,0.34,NA
0.46,0.22,NA
0.46,0.22,NA
0.46,0.22,NA
0.46,0.22,NA
0.46,0.22,NA
0.46,0.22,NA
0.86,0.49,NA
0.86,0.49,NA
0.86,0.49,NA
0.86,0.49,NA
0.86,0.49,NA
0.59,0.4,NA
0.59,0.4,NA
0.59,0.4,NA
0.59,0.4,NA
0.59,0.4,NA
0.4,0.21,NA
0.4,0.21,NA
0.4,0.21,NA
0.78,0.44,NA
0.78,0.44,NA
0.78,0.44,NA
0.78,0.44,NA
0.78,0.44,NA
0.94,0.47,NA
0.94,0.47,NA
0.94,0.47,NA
0.58,0.35,NA
0.58,0.35,NA
0.58,0.35,NA
0.58,0.35,NA
0.58,0.35,NA
0.58,0.35,NA
0.99,0.64,NA
0.99,0.64,NA
0.99,0.64,NA
1.05,0.72,NA
1.05,0.72,NA
1.05,0.72,NA
1.05,0.72,NA
1.05,0.72,NA
1.17,0.46,NA
1.17,0.46,NA
1.17,0.46,NA
0.64,0.46,NA
0.64,0.46,NA
0.64,0.46,NA
0.64,0.46,NA
0.49,0.35,NA
0.49,0.35,NA
0.49,0.35,NA
0.49,0.35,NA
0.49,0.35,NA
0.49,0.35,NA
0.74,0.38,NA
0.74,0.38,NA
0.74,0.38,NA
0.74,0.38,NA
0.74,0.38,NA
0.58,0.29,NA
0.58,0.29,NA
0.58,0.29,NA
0.58,0.29,NA
0.58,0.29,NA
0.58,0.29,NA
0.27,0.15,NA
0.27,0.15,NA
0.27,0.15,NA
0.27,0.15,NA
0.27,0.15,NA
0.27,0.15,NA
0.53,0.33,NA
0.53,0.33,NA
0.53,0.33,NA
0.53,0.33,NA
0.53,0.33,NA
0.53,0.33,NA
0.95,0.59,NA
0.95,0.59,NA
0.95,0.59,NA
0.95,0.59,NA
0.95,0.59,NA
0.95,0.59,NA
0.94,0.17,NA
0.94,0.17,NA
0.94,0.17,NA
1.16,0.89,NA
1.16,0.89,NA
1.16,0.89,NA
1.41,0.77,NA
1.41,0.77,NA
1.41,0.77,NA
1.41,0.77,NA
1.41,0.77,NA
0.94,0.59,NA
0.94,0.59,NA
0.94,0.59,NA
0.94,0.59,NA
0.94,0.59,NA
0.85,0.62,NA
0.85,0.62,NA
0.85,0.62,NA
1.18,0.65,NA
1.18,0.65,NA
1.18,0.65,NA
1.18,0.65,NA
0.7,0.46,NA
0.7,0.46,NA
0.7,0.46,NA
0.7,0.46,NA
0.79,0.52,NA
0.79,0.52,NA
0.79,0.52,NA
0.79,0.52,NA
0.79,0.52,NA
0.79,0.52,NA
0.85,0.54,NA
0.85,0.54,NA
0.85,0.54,NA
0.85,0.54,NA
0.85,0.54,NA
0.85,0.54,NA
0.85,0.59,NA
0.85,0.59,NA
0.85,0.59,NA
0.85,0.59,NA
0.85,0.59,NA
0.85,0.59,NA
0.85,0.59,NA
0.69,0.45,NA
0.69,0.45,NA
0.69,0.45,NA
1.1,0.56,NA
1.1,0.56,NA
1.1,0.56,NA
1.1,0.56,NA
1.1,0.56,NA
0.7,0.35,NA
0.7,0.35,NA
0.7,0.35,NA
0.7,0.35,NA
1.16,0.65,NA
1.16,0.65,NA
1.16,0.65,NA
1.16,0.65,NA
1.16,0.65,NA
1.1,0.56,NA
1.1,0.56,NA
1.1,0.56,NA
1.1,0.56,NA
1.1,0.56,NA
0.4,0.21,NA
0.4,0.21,NA
0.4,0.21,NA
0.91,0.46,NA
0.91,0.46,NA
0.91,0.46,NA
1.4,0.74,NA
1.4,0.74,NA
1.4,0.74,NA
1.4,0.74,NA
1.4,0.74,NA
1.4,0.74,NA
1.4,0.74,NA
1.18,0.61,NA
1.18,0.61,NA
1.18,0.61,NA
1.18,0.61,NA
1.18,0.61,NA
1.18,0.61,NA
1.03,0.55,NA
1.03,0.55,NA
1.03,0.55,NA
1.03,0.55,NA
1.28,0.72,NA
1.28,0.72,NA
1.28,0.72,NA
1.28,0.72,NA
1.28,0.72,NA
1.28,0.72,NA
0.75,0.63,NA
0.75,0.63,NA
0.75,0.63,NA
1.3,0.7,NA
1.3,0.7,NA
1.3,0.7,NA
1.23,0.65,NA
1.23,0.65,NA
1.23,0.65,NA
1.23,0.65,NA
1.23,0.65,NA
1.09,0.58,NA
1.09,0.58,NA
1.09,0.58,NA
1.44,0.84,NA
1.44,0.84,NA
1.44,0.84,NA
1.44,0.84,NA
1.04,0.61,NA
1.04,0.61,NA
1.04,0.61,NA
1.5,0.79,NA
1.5,0.79,NA
1.5,0.79,NA
1.5,0.79,NA
1.5,0.79,NA
1.09,0.6,NA
1.09,0.6,NA
1.09,0.6,NA
1.09,0.6,NA
1.09,0.6,NA
2.63,1.63,NA
2.63,1.63,NA
2.63,1.63,NA
1.45,0.83,NA
1.45,0.83,NA
1.45,0.83,NA
1.45,0.83,NA
0.97,0.49,NA
0.97,0.49,NA
0.97,0.49,NA
0.97,0.49,NA
0.86,0.4,NA
0.86,0.4,NA
0.86,0.4,NA
0.86,0.4,NA
0.86,0.4,NA
0.85,0.42,NA
0.85,0.42,NA
0.85,0.42,NA
1.29,0.67,NA
1.29,0.67,NA
1.29,0.67,NA
1.29,0.67,NA
1.29,0.67,NA
0.69,0.49,NA
0.69,0.49,NA
0.69,0.49,NA
0.69,0.49,NA
0.69,0.49,NA
2.02,1.45,NA
2.02,1.45,NA
2.02,1.45,NA
2.02,1.45,NA
2.02,1.45,NA
0.81,0.52,NA
0.81,0.52,NA
0.81,0.52,NA
0.81,0.52,NA
0.81,0.52,NA
0.61,0.38,NA
0.61,0.38,NA
0.61,0.38,NA
0.61,0.38,NA
0.61,0.38,NA
0.38,0.27,NA
0.38,0.27,NA
0.38,0.27,NA
0.38,0.27,NA
0.38,0.27,NA
0.52,0.32,NA
0.52,0.32,NA
0.52,0.32,NA
0.52,0.32,NA
0.52,0.32,NA
0.49,0.22,NA
0.49,0.22,NA
0.49,0.22,NA
0.49,0.22,NA
0.49,0.22,NA
0.49,0.3,NA
0.49,0.3,NA
0.49,0.3,NA
0.49,0.3,NA
0.49,0.3,NA
0.44,0.23,NA
0.44,0.23,NA
0.44,0.23,NA
0.44,0.23,NA
0.43,0.26,NA
0.43,0.26,NA
0.43,0.26,NA
0.43,0.26,NA
0.43,0.26,NA
0.61,0.39,NA
0.61,0.39,NA
0.61,0.39,NA
0.61,0.39,NA
0.61,0.39,NA
0.38,0.24,NA
0.38,0.24,NA
0.38,0.24,NA
0.38,0.24,NA
0.38,0.24,NA
1.94,1.33,NA
1.94,1.33,NA
1.94,1.33,NA
1.94,1.33,NA
1.94,1.33,NA
0.64,0.34,NA
0.64,0.34,NA
0.64,0.34,NA
0.59,0.37,NA
0.59,0.37,NA
0.59,0.37,NA
0.59,0.37,NA
0.25,0.17,NA
0.25,0.17,NA
0.25,0.17,NA
0.25,0.17,NA
0.25,0.17,NA
0.25,0.17,NA
0.53,0.33,NA
0.53,0.33,NA
0.53,0.33,NA
0.53,0.33,NA
0.53,0.33,NA
0.26,0.3,NA
0.26,0.3,NA
0.26,0.3,NA
0.26,0.3,NA
0.26,0.3,NA
0.32,0.15,NA
0.32,0.15,NA
0.32,0.15,NA
1.53,0.88,NA
1.53,0.88,NA
1.53,0.88,NA
1.31,0.67,NA
1.31,0.67,NA
1.31,0.67,NA
1.31,0.67,NA
1.31,0.67,NA
1.31,0.67,NA
1.27,0.68,NA
1.27,0.68,NA
1.27,0.68,NA
1.27,0.68,NA
1.27,0.68,NA
0.79,0.46,NA
0.79,0.46,NA
0.79,0.46,NA
0.79,0.46,NA
0.79,0.46,NA
0.91,0.53,NA
0.91,0.53,NA
0.91,0.53,NA
0.91,0.53,NA
0.91,0.53,NA
2.35,1.68,NA
2.35,1.68,NA
2.35,1.68,NA
2.35,1.68,NA
2.35,1.68,NA
1.72,0.93,NA
1.72,0.93,NA
1.72,0.93,NA
1.24,0.62,NA
1.24,0.62,NA
1.24,0.62,NA
1.24,0.62,NA
1.24,0.62,NA
1.24,0.62,NA
1.24,0.62,NA
1.8,0.97,NA
1.8,0.97,NA
1.8,0.97,NA
1.8,0.97,NA
1.8,0.97,NA
1.8,0.97,NA
1.8,0.97,NA
0.68,0.34,NA
0.68,0.34,NA
0.68,0.34,NA
0.68,0.34,NA
0.68,0.34,NA
2.88,0.45,NA
2.88,0.45,NA
2.88,0.45,NA
2.88,0.45,NA
2.88,0.45,NA
0.81,0.48,NA
0.81,0.48,NA
0.81,0.48,NA
0.81,0.48,NA
0.81,0.48,NA
1.51,0.97,NA
1.51,0.97,NA
1.51,0.97,NA
1.51,0.97,NA
1.51,0.97,NA
1.41,0.89,NA
1.41,0.89,NA
1.41,0.89,NA
1.9,1.27,NA
1.9,1.27,NA
1.9,1.27,NA
1.9,1.27,NA
1.62,1.06,NA
1.62,1.06,NA
1.62,1.06,NA
1.62,1.06,NA
1.62,1.06,NA
1.07,0.64,NA
1.07,0.64,NA
1.07,0.64,NA
1.07,0.64,NA
1.07,0.64,NA
1.95,1.02,NA
1.95,1.02,NA
1.95,1.02,NA
1.95,1.02,NA
1.95,1.02,NA
3.11,1.99,NA
3.11,1.99,NA
3.11,1.99,NA
3.11,1.99,NA
3.11,1.99,NA
3.11,1.99,NA
3.11,1.99,NA
1.76,1,NA
1.76,1,NA
1.76,1,NA
1.76,1,NA
0.69,0.32,NA
0.69,0.32,NA
0.69,0.32,NA
0.69,0.32,NA
0.69,0.32,NA
0.69,0.32,NA
0.69,0.32,NA
1.89,1.23,NA
1.89,1.23,NA
1.89,1.23,NA
1.89,1.23,NA
1.89,1.23,NA
1.89,1.23,NA
0.75,0.43,NA
0.75,0.43,NA
0.75,0.43,NA
0.75,0.43,NA
0.75,0.43,NA
0.75,0.43,NA
0.75,0.43,NA
0.99,0.49,NA
0.99,0.49,NA
0.99,0.49,NA
0.99,0.49,NA
0.99,0.49,NA
0.99,0.49,NA
1.12,0.6,NA
1.12,0.6,NA
1.12,0.6,NA
1.12,0.6,NA
1.17,0.7,NA
1.17,0.7,NA
1.17,0.7,NA
1.17,0.7,NA
1.17,0.7,NA
1.17,0.7,NA
1.53,0.94,NA
1.53,0.94,NA
1.53,0.94,NA
1.53,0.94,NA
1.53,0.94,NA
1.53,0.94,NA
1.47,0.96,NA
1.47,0.96,NA
1.47,0.96,NA
1.11,0.59,NA
1.11,0.59,NA
1.11,0.59,NA
1.11,0.59,NA
1.11,0.59,NA
1.11,0.59,NA
1.11,0.59,NA
1.5,0.83,NA
1.5,0.83,NA
1.5,0.83,NA
1.5,0.83,NA
1.5,0.83,NA
1.5,0.83,NA
0.85,0.41,NA
0.85,0.41,NA
0.85,0.41,NA
0.85,0.41,NA
0.85,0.41,NA
0.85,0.41,NA
0.85,0.41,NA
0.99,0.56,NA
0.99,0.56,NA
0.99,0.56,NA
0.99,0.56,NA
2.13,1.32,NA
2.13,1.32,NA
2.13,1.32,NA
2.13,1.32,NA
2.13,1.32,NA
2.13,1.32,NA
2.13,1.32,NA
1.41,0.86,NA
1.41,0.86,NA
1.41,0.86,NA
1.41,0.86,NA
0.86,0.45,NA
0.86,0.45,NA
0.86,0.45,NA
0.86,0.45,NA
0.86,0.45,NA
0.86,0.45,NA
0.81,0.55,NA
0.81,0.55,NA
0.81,0.55,NA
0.81,0.55,NA
0.81,0.55,NA
0.81,0.55,NA
0.7,0.36,NA
0.7,0.36,NA
0.7,0.36,NA
0.7,0.36,NA
0.7,0.36,NA
0.7,0.36,NA
0.94,0.46,NA
0.94,0.46,NA
0.94,0.46,NA
1.31,0.75,NA
1.31,0.75,NA
1.31,0.75,NA
1.31,0.75,NA
1.31,0.75,NA
1.31,0.75,NA
1.23,0.64,NA
1.23,0.64,NA
1.23,0.64,NA
1.23,0.64,NA
0.73,0.36,NA
0.73,0.36,NA
0.73,0.36,NA
0.73,0.36,NA
0.73,0.36,NA
0.73,0.36,NA
0.73,0.36,NA
0.73,0.36,NA
0.73,0.36,NA
0.73,0.36,NA
0.73,0.36,NA
0.73,0.36,NA
1.35,0.71,NA
1.35,0.71,NA
1.35,0.71,NA
1.16,0.6,NA
1.16,0.6,NA
1.16,0.6,NA
1.16,0.6,NA
0.79,0.39,NA
0.79,0.39,NA
0.79,0.39,NA
0.79,0.39,NA
0.79,0.39,NA
0.79,0.39,NA
0.89,0.44,NA
0.89,0.44,NA
0.89,0.44,NA
0.89,0.44,NA
0.82,0.41,NA
0.82,0.41,NA
0.82,0.41,NA
0.82,0.41,NA
0.82,0.41,NA
0.82,0.41,NA
1.71,0.91,NA
1.71,0.91,NA
1.71,0.91,NA
1.71,0.91,NA
2.1,1.17,NA
2.1,1.17,NA
2.1,1.17,NA
2.1,1.17,NA
2.1,1.17,NA
2.1,1.17,NA
2.1,1.17,NA
1.18,0.62,NA
1.18,0.62,NA
1.18,0.62,NA
1.18,0.62,NA
1.39,0.74,NA
1.39,0.74,NA
1.39,0.74,NA
1.39,0.74,NA
1.39,0.74,NA
1.39,0.74,NA
3.3,1.95,NA
3.3,1.95,NA
3.3,1.95,NA
3.3,1.95,NA
0.95,0.48,NA
0.95,0.48,NA
0.95,0.48,NA
0.67,0.26,NA
0.67,0.26,NA
0.67,0.26,NA
0.67,0.26,NA
0.67,0.26,NA
0.67,0.26,NA
0.76,0.45,NA
0.76,0.45,NA
0.76,0.45,NA
1.06,0.48,NA
1.06,0.48,NA
1.06,0.48,NA
1.06,0.48,NA
1.06,0.48,NA
1.06,0.48,NA
0.72,0.46,NA
0.72,0.46,NA
0.72,0.46,NA
0.72,0.46,NA
0.72,0.46,NA
0.72,0.46,NA
3.18,2.25,NA
3.18,2.25,NA
3.18,2.25,NA
3.18,2.25,NA
3.18,2.25,NA
3.18,2.25,NA
0.59,0.32,NA
0.59,0.32,NA
0.59,0.32,NA
0.59,0.32,NA
0.59,0.32,NA
0.59,0.32,NA
0.36,0.2,NA
0.36,0.2,NA
0.36,0.2,NA
0.36,0.2,NA
0.36,0.2,NA
0.36,0.2,NA
0.43,0.39,NA
0.43,0.39,NA
0.43,0.39,NA
0.43,0.39,NA
0.43,0.39,NA
0.43,0.39,NA
0.43,0.39,NA
1.7,0.46,NA
1.7,0.46,NA
1.7,0.46,NA
1.7,0.46,NA
1.7,0.46,NA
1.7,0.46,NA
1.7,0.46,NA
0.89,0.42,NA
0.89,0.42,NA
0.89,0.42,NA
0.87,0.51,NA
0.87,0.51,NA
0.87,0.51,NA
0.46,0.25,NA
0.46,0.25,NA
0.46,0.25,NA
0.46,0.25,NA
0.46,0.25,NA
0.46,0.25,NA
0.61,0.49,NA
0.61,0.49,NA
0.61,0.49,NA
0.61,0.49,NA
0.61,0.49,NA
0.61,0.49,NA
0.71,0.48,NA
0.71,0.48,NA
0.71,0.48,NA
0.71,0.48,NA
0.71,0.48,NA
0.71,0.48,NA
1.4,0.67,NA
1.4,0.67,NA
1.4,0.67,NA
0.88,0.52,NA
0.88,0.52,NA
0.88,0.52,NA
0.88,0.52,NA
0.88,0.52,NA
0.88,0.52,NA
0.88,0.52,NA
0.88,0.52,NA
0.39,0.2,NA
0.39,0.2,NA
0.39,0.2,NA
0.56,0.34,NA
0.56,0.34,NA
0.56,0.34,NA
0.56,0.34,NA
0.56,0.34,NA
0.61,0.42,NA
0.61,0.42,NA
0.61,0.42,NA
0.97,0.7,NA
0.97,0.7,NA
0.97,0.7,NA
0.97,0.7,NA
0.97,0.7,NA
0.75,0.43,NA
0.75,0.43,NA
0.75,0.43,NA
0.75,0.43,NA
0.75,0.43,NA
0.75,0.43,NA
0.87,0.52,NA
0.87,0.52,NA
0.87,0.52,NA
0.41,0.21,NA
0.41,0.21,NA
0.41,0.21,NA
0.41,0.21,NA
0.41,0.21,NA
0.41,0.21,NA
0.98,0.51,NA
0.98,0.51,NA
0.98,0.51,NA
0.98,0.51,NA
0.98,0.51,NA
0.8,0.47,NA
0.8,0.47,NA
0.8,0.47,NA
0.8,0.47,NA
0.8,0.47,NA
0.8,0.47,NA
0.56,0.27,NA
0.56,0.27,NA
0.56,0.27,NA
0.56,0.27,NA
4.76,0.23,NA
4.76,0.23,NA
4.76,0.23,NA
4.76,0.23,NA
4.76,0.23,NA
4.76,0.23,NA
0.82,0.33,NA
0.59,0.33,NA
0.59,0.33,NA
0.59,0.33,NA
0.59,0.33,NA
0.59,0.33,NA
0.5,0.24,NA
0.5,0.24,NA
0.5,0.24,NA
0.5,0.24,NA
0.5,0.24,NA
0.57,0.28,NA
0.57,0.28,NA
0.57,0.28,NA
0.42,0.21,NA
0.42,0.21,NA
0.42,0.21,NA
1.11,0.6,NA
1.11,0.6,NA
1.11,0.6,NA
0.43,0.26,NA
0.43,0.26,NA
0.43,0.26,NA
0.43,0.26,NA
0.43,0.26,NA
0.7,0.37,NA
0.7,0.37,NA
0.7,0.37,NA
0.7,0.37,NA
0.7,0.37,NA
0.49,0.24,NA
0.49,0.24,NA
0.49,0.24,NA
0.77,0.69,NA
0.77,0.69,NA
1.33,0.69,NA
1.33,0.69,NA
1.33,0.69,NA
1.33,0.69,NA
1.33,0.69,NA
0.65,0.32,NA
0.65,0.32,NA
0.65,0.32,NA
0.65,0.32,NA
0.65,0.32,NA
0.92,0.5,NA
0.92,0.5,NA
0.92,0.5,NA
0.92,0.5,NA
0.92,0.5,NA
0.92,0.5,NA
0.92,0.5,NA
0.83,0.42,NA
0.83,0.42,NA
0.83,0.42,NA
0.83,0.42,NA
0.83,0.42,NA
1.19,0.61,NA
1.19,0.61,NA
1.19,0.61,NA
1.19,0.61,NA
1.19,0.61,NA
0.47,0.23,NA
0.47,0.23,NA
0.47,0.23,NA
0.61,0.3,NA
0.61,0.3,NA
0.61,0.3,NA
0.61,0.3,NA
0.61,0.3,NA
0.61,0.3,NA
0.52,0.25,NA
0.52,0.25,NA
0.52,0.25,NA
0.52,0.25,NA
0.52,0.25,NA
0.87,0.47,NA
0.87,0.47,NA
0.87,0.47,NA
0.44,0.22,NA
0.44,0.22,NA
0.44,0.22,NA
0.55,0.28,NA
0.55,0.28,NA
0.55,0.28,NA
0.64,0.32,NA
0.64,0.32,NA
0.64,0.32,NA
0.64,0.32,NA
0.64,0.32,NA
0.5,0.24,NA
0.5,0.24,NA
0.5,0.24,NA
0.97,0.55,NA
0.97,0.55,NA
0.97,0.55,NA
0.97,0.55,NA
0.97,0.55,NA
0.97,0.55,NA
0.56,0.28,NA
0.56,0.28,NA
0.56,0.28,NA
0.56,0.28,NA
0.8,0.43,NA
0.8,0.43,NA
0.8,0.43,NA
0.78,0.44,NA
0.78,0.44,NA
0.78,0.44,NA
0.78,0.44,NA
0.78,0.44,NA
0.53,0.26,NA
0.53,0.26,NA
0.53,0.26,NA
0.53,0.26,NA
0.53,0.26,NA
0.53,0.26,NA
0.52,0.26,NA
0.52,0.26,NA
0.52,0.26,NA
0.52,0.26,NA
0.52,0.26,NA
0.63,0.04,NA
0.63,0.04,NA
0.63,0.04,NA
0.63,0.04,NA
0.63,0.04,NA
1.05,0.53,NA
1.05,0.53,NA
1.05,0.53,NA
0.66,0.38,NA
0.66,0.38,NA
0.66,0.38,NA
0.27,0.15,NA
0.27,0.15,NA
0.27,0.15,NA
0.27,0.15,NA
0.32,0.19,NA
0.32,0.19,NA
0.32,0.19,NA
0.32,0.19,NA
0.32,0.19,NA
0.32,0.19,NA
0.41,0.2,NA
0.41,0.2,NA
0.41,0.2,NA
0.41,0.2,NA
0.41,0.2,NA
0.41,0.2,NA
0.41,0.2,NA
0.38,0.19,NA
0.38,0.19,NA
0.38,0.19,NA
0.38,0.19,NA
0.38,0.19,NA
0.38,0.19,NA
0.38,0.19,NA
0.43,0.21,NA
0.43,0.21,NA
0.43,0.21,NA
0.43,0.21,NA
0.43,0.21,NA
0.42,0.2,NA
0.42,0.2,NA
0.42,0.2,NA
0.42,0.2,NA
0.42,0.2,NA
0.42,0.2,NA
0.44,0.22,NA
0.44,0.22,NA
0.44,0.22,NA
0.44,0.22,NA
0.44,0.22,NA
0.34,0.16,NA
0.34,0.16,NA
0.34,0.16,NA
0.34,0.16,NA
0.66,0.32,NA
0.66,0.32,NA
0.66,0.32,NA
0.66,0.32,NA
0.39,0.21,NA
0.39,0.21,NA
0.39,0.21,NA
0.39,0.21,NA
0.39,0.21,NA
0.39,0.21,NA
0.39,0.21,NA
0.43,0.21,NA
0.43,0.21,NA
0.43,0.21,NA
0.43,0.21,NA
0.43,0.21,NA
0.41,0.2,NA
0.41,0.2,NA
0.41,0.2,NA
0.41,0.2,NA
0.41,0.2,NA
